time_index,Moisture1,Water,Humidity_environment,group,weight,Temperature_environment ,Recipe,Temperature1
22.03.2024 21:41,3.32,44.5,70.324,29053640,291,16.17,9,231
22.03.2024 21:48,3.21,44.5,71.48,29053640,291,15.97,9,231
22.03.2024 22:22,3.52,45.8,70.136,29053606,290,15.56,17,225.5
22.03.2024 22:31,3.46,45.6,72.561,29053606,291,15.02,17,225.4
22.03.2024 23:02,3.53,45.5,78.775,29053606,291,,17,225.5
22.03.2024 23:38,3.32,46.5,81.097,29053566,289,,2,224.9
22.03.2024 23:53,3.49,46.5,82.789,29053566,290,,2,225.2
23.03.2024 00:19,3.16,44.2,83.061,29053640,290,12.79,9,231.4
23.03.2024 00:34,3.36,44.3,84.565,29053640,290,12.41,9,231.4
23.03.2024 01:11,3.5,44,86.99,29053555,275,11.92,3,232.7
23.03.2024 01:32,3.46,43.9,87.799,29053555,275,,3,232.6
23.03.2024 02:04,3.29,43.6,90.487,29053555,276,10.74,3,232.7
23.03.2024 07:26,3.2,43.6,96.842,29053555,275,9.94,3,232.7
23.03.2024 07:57,3.36,43.6,92.461,29053555,275,10.98,3,232.7
23.03.2024 08:33,3.46,43.6,90.468,29053555,275,,3,232.7
23.03.2024 08:40,3.23,44.3,90.638,29053640,289,12.13,9,231.3
23.03.2024 09:08,3.1,45.5,86.154,29053606,291,13.4,17,225.5
23.03.2024 09:30,3.28,45.6,81.407,29053606,291,15.19,17,225.2
23.03.2024 10:06,3.39,45.6,75.607,29053606,290,16.49,17,225.3
23.03.2024 10:25,3.08,46.3,71.866,29053566,290,17.55,2,225.2
23.03.2024 10:45,3.07,46.6,71.969,29053566,290,18.36,2,225.1
23.03.2024 11:06,3.3,46.9,70.766,29053566,290,19.28,2,225.1
23.03.2024 11:38,3.29,46.9,65.408,29053566,288,20.57,2,225.1
23.03.2024 11:55,2.84,47.8,63.603,29053514,290,,20,235.4
23.03.2024 12:01,2.81,47.8,63.613,29053514,291,21.19,20,236.7
23.03.2024 12:09,3.07,48.7,61.648,29053514,290,,20,236.7
23.03.2024 12:17,3.01,49.3,61.742,29053514,290,22.08,20,236.7
23.03.2024 12:37,3.19,43.6,59.345,29053555,275,22.34,3,232.5
23.03.2024 13:03,3.2,43.6,56.346,29053555,275,,3,232.4
23.03.2024 13:21,3.23,46.9,55.97,29053566,289,,2,225.3
23.03.2024 13:50,3.35,46.9,54.476,29053566,291,24.42,2,225.4
23.03.2024 14:13,3.51,46.9,53.432,29053566,290,24.65,2,225.3
23.03.2024 14:31,3.25,45.6,52.53,29053606,290,24.92,17,225.3
23.03.2024 15:04,3.42,45.6,53.78,29053606,291,24.32,17,225.4
23.03.2024 15:39,3.48,45.6,54.1,29053606,291,23.89,17,225.4
23.03.2024 16:17,3.37,43.6,52.38,29053555,275,24.96,3,232.3
23.03.2024 16:47,3.05,43.6,55.604,29053555,276,23.88,3,232.4
23.03.2024 17:10,3.1,43.6,55.876,29053555,275,,3,232.4
23.03.2024 17:25,3.47,46.7,55.585,29053566,290,23.49,2,225.5
23.03.2024 17:55,3.19,46.6,58.931,29053566,290,22.21,2,225.5
23.03.2024 18:45,3.29,49.5,71.781,29053514,291,18.42,20,236.8
23.03.2024 19:10,3.46,43.8,75.757,29053555,275,,3,232.5
23.03.2024 22:26,3.41,43.8,86.06,29053555,275,14.7,3,232.5
23.03.2024 22:58,3.29,43.8,84.969,29053555,275,14.88,3,232.4
24.03.2024 07:46,3.4,46.6,70.183,29053566,289,11.38,2,225.4
24.03.2024 08:19,3.11,43.8,68.595,29053555,275,11.55,3,232.5
24.03.2024 08:26,3.38,43.8,68.482,29053555,275,11.61,3,232.2
24.03.2024 08:56,3.29,43.8,63.246,29053555,275,12.19,3,232.3
24.03.2024 09:21,3.2,49.5,61.479,29053514,291,12.71,20,236.9
24.03.2024 09:29,3.07,49.5,60.811,29053514,290,12.83,20,237.1
24.03.2024 09:45,3.43,45.5,58.762,29053606,290,13.48,17,225.5
24.03.2024 10:18,3.53,45.5,55.265,29053606,290,14.4,17,225.4
24.03.2024 14:59,3.14,43.8,52.586,29053555,275,,3,232.3
24.03.2024 15:08,3.45,45.3,53.846,29053606,291,20.23,17,225.5
24.03.2024 15:16,2.85,45.2,58.048,29068795,293,18.92,1,231
24.03.2024 15:30,3.28,45.7,61.037,29068795,289,18.23,1,230.8
24.03.2024 16:01,3.23,45.8,53.085,29068795,289,21.29,1,230.6
24.03.2024 16:32,3.41,45.8,50.274,29068795,293,21.73,1,230.5
24.03.2024 16:49,3.14,47.9,54.57,29068072,290,19.57,20,231.2
24.03.2024 17:19,3.19,48.1,53.244,29068072,290,,20,231.1
24.03.2024 17:52,3.19,47.6,66.01,29068121,291,15.7,5,235.3
24.03.2024 18:20,3.2,47.8,70.954,29068121,288,14.6,5,235.3
24.03.2024 18:58,3.55,47,73.464,29068774,291,14.02,16,229.4
24.03.2024 19:11,3.57,46.7,73.849,29068774,290,13.89,16,4.6
24.03.2024 19:18,3.42,46,73.586,29068774,288,,16,4.3
24.03.2024 20:07,3.54,45.8,74.075,29068774,290,13.52,16,4.3
24.03.2024 20:16,3.41,45.2,74.451,29068774,288,13.4,16,4.3
24.03.2024 20:27,3.28,45,74.141,29068774,291,,16,4.3
27.03.2024 12:21,3.03,45.7,39.943,29068795,288,15.65,1,230.7
27.03.2024 12:32,3.32,46,36.625,29068795,292,,1,230.7
27.03.2024 12:46,2.96,47.8,35.704,29075011,290,,5,235.5
27.03.2024 12:52,3.04,47.8,34.999,29075011,291,16.62,5,236
27.03.2024 13:07,3.23,48.1,34.303,29075011,292,16.47,5,236.1
27.03.2024 13:19,2.87,48.1,34.285,29075011,290,16.17,5,236.4
27.03.2024 13:32,2.96,48.2,35.394,29068072,291,16.03,20,231.3
27.03.2024 13:41,3.36,48.5,34.285,29068072,290,,20,231.3
27.03.2024 13:54,3.18,46,35.76,29068795,292,,1,230.6
27.03.2024 14:20,3.07,46,36.371,29068795,289,16.79,1,230.7
27.03.2024 14:33,3.48,46.2,33.269,29068795,290,18.31,1,230.4
27.03.2024 15:07,3.1,46.1,33.476,29068795,292,19.38,1,230
27.03.2024 15:26,3.07,46.2,34.839,29068795,290,19.49,1,229.8
27.03.2024 15:34,3.47,48.2,35.14,29075011,289,,5,236.4
27.03.2024 15:58,3.11,46.2,32.79,29068795,290,20.62,1,229.9
27.03.2024 16:29,3.06,46.3,33.476,29068795,288,,1,229.9
27.03.2024 16:44,3.38,48.5,36.87,29068072,291,,20,231.4
27.03.2024 17:16,3.5,48.5,35.206,29068072,291,21.45,20,231.4
27.03.2024 17:33,3.06,46.3,47.51,29068070,292,19.02,1,229.8
27.03.2024 17:49,2.98,46.3,49.268,29068070,289,16.8,1,229.9
27.03.2024 20:33,3.19,48.3,56.346,29068072,290,13.14,20,231.5
27.03.2024 20:54,3.06,46.4,64.825,29068070,289,13.01,1,229.9
27.03.2024 21:25,3.04,46.4,66.329,29068070,291,12.88,1,229.9
27.03.2024 21:45,3.01,44.8,70.343,29067959,290,12.45,16,4.4
27.03.2024 22:31,2.89,44.8,78.22,29067959,288,11.81,16,4.4
27.03.2024 22:54,3.53,45.2,77.995,29067959,290,12.05,16,4.2
27.03.2024 23:27,3.4,46.2,79.367,29068070,289,11.9,1,229.8
27.03.2024 23:57,3.37,46,75.532,29068070,291,13.54,1,229.9
28.03.2024 00:27,3.17,46,69.835,29068070,292,,1,229.8
28.03.2024 01:02,3.52,46,70.719,29068070,291,15.33,1,229.9
28.03.2024 01:34,3.19,45.8,70.493,29068070,291,15.48,1,229.9
28.03.2024 02:02,3.18,45.8,71.349,29068070,291,15.3,1,229.9
28.03.2024 03:42,3.22,45,69.281,29067959,290,15.78,16,4.3
28.03.2024 04:13,3.43,48,69.657,29068072,288,15.9,20,231.7
28.03.2024 04:48,3.46,47.7,69.431,29068072,289,,20,231.8
28.03.2024 05:13,3.53,47.5,68.416,29068072,289,15.22,20,231.7
28.03.2024 05:26,3.29,46,69.083,29068052,291,14.97,,230.2
28.03.2024 05:32,3.31,46,67.88,29068052,290,14.97,7,231.3
28.03.2024 05:51,3.46,45,68.115,29067959,292,15.05,16,4.4
28.03.2024 06:38,3.01,45,69.196,29067959,290,,16,4.4
28.03.2024 07:42,3.05,45,60.445,29067959,291,15.17,16,4.4
28.03.2024 08:02,3.1,46,52.051,29068052,290,16.06,7,231.2
28.03.2024 08:08,3.22,46,49.118,29068052,290,16.28,7,231.7
28.03.2024 08:16,3.27,46.1,49.08,29068052,291,16.4,7,232.4
28.03.2024 08:48,2.78,46.1,44.117,29068052,290,,7,232.4
28.03.2024 09:04,3,46.5,42.519,29068052,290,17.71,7,232.5
28.03.2024 09:17,3.11,45,42.077,29067959,288,17.84,16,4.5
28.03.2024 13:21,3.05,45.9,34.369,29068070,288,22.01,1,229.8
28.03.2024 13:42,3.26,46.2,32.358,29068070,289,,1,229.9
28.03.2024 14:17,3.03,47.6,31.361,29068072,290,23.57,20,231.7
28.03.2024 14:30,3.1,47.8,29.434,29068072,290,24.47,20,231.6
28.03.2024 14:49,3.29,48.1,30.139,29068072,290,23.29,20,231.2
28.03.2024 15:22,3.09,48.2,29.641,29068072,289,25.02,20,231.2
28.03.2024 15:37,3.23,45.3,28.146,29067959,290,25.11,16,4.2
28.03.2024 16:02,3.16,45.3,25.89,29067959,291,25.88,16,4.2
28.03.2024 17:01,3.24,45.3,42.453,29067959,290,25.31,16,4.2
28.03.2024 17:54,2.96,47,39.295,29068052,291,25.01,7,232.1
28.03.2024 18:05,3.1,47.3,38.073,29068052,291,,7,232.3
28.03.2024 18:35,3,47.4,39.906,29068052,290,22.42,7,232.4
28.03.2024 18:58,3,46.2,43.478,29068070,289,,1,230
28.03.2024 19:16,3.11,46.5,45.301,29068070,290,,1,230
28.03.2024 19:34,3.48,46.8,47.454,29068070,291,18.33,1,229.7
28.03.2024 20:01,3.42,46.6,57.315,29068070,291,16.82,1,229.8
28.03.2024 20:28,3.09,46.6,58.762,29068070,289,,1,229.8
28.03.2024 20:56,3.1,45.1,67.401,29068051,291,15.78,17,225.5
28.03.2024 21:13,3.43,45.2,70.992,29068051,289,,17,225.3
28.03.2024 21:48,3,45.2,76.669,29068051,291,,17,225.4
28.03.2024 22:26,3.16,45.2,78.53,29068051,290,,17,225.4
28.03.2024 22:57,3.49,45.3,78.183,29068051,289,14.99,17,225.2
28.03.2024 23:33,3.13,45.2,77.957,29068051,290,15.03,17,225.2
29.03.2024 00:06,3.25,45.2,77.656,29068051,294,15.14,17,225.2
29.03.2024 00:27,3.52,46.5,78.953,29068070,288,,1,229.8
29.03.2024 00:40,3.52,46.1,80.016,29068070,289,14.79,1,230.1
29.03.2024 01:10,3.01,45.7,79.254,29068070,289,14.85,1,230
29.03.2024 01:41,3.41,45.7,86.436,29068070,289,14.43,1,230.2
29.03.2024 02:50,3.08,47.4,91.042,29068052,291,13.95,7,232.4
29.03.2024 03:21,3.53,47.4,94.341,29068052,289,13.8,7,232.4
29.03.2024 03:38,3.43,47,94.482,29068052,290,13.82,7,232.7
29.03.2024 04:08,3.54,47.8,93.401,29068072,290,13.99,20,231
29.03.2024 04:18,3.48,47.2,94.275,29068072,290,13.98,20,231
29.03.2024 04:34,3.42,46.8,94.266,29068072,289,13.94,20,231.1
29.03.2024 05:02,3.38,46.4,92.311,29068072,290,14.15,20,231.3
29.03.2024 05:26,3.52,45.5,91.54,29068070,291,14.2,1,230.2
29.03.2024 05:57,3.38,45.1,91.85,29068070,288,14.12,1,230.4
29.03.2024 06:29,3.31,45.2,91.521,29068051,291,,17,225.2
29.03.2024 07:01,3.15,45.2,93.458,29068051,291,14.05,17,225.2
29.03.2024 07:26,3.03,40.5,95.281,29068086,275,,14,220.4
29.03.2024 07:44,3.45,46.4,94.877,29068072,290,14.27,20,231.3
29.03.2024 08:18,3.1,46.4,92.245,29068072,290,14.57,20,231.3
29.03.2024 08:44,3.43,47,90.854,29068052,291,,7,232.9
29.03.2024 09:19,3.22,47,87.592,29068052,291,15.61,7,232.8
29.03.2024 09:32,3.35,47,83.616,29068052,289,16.29,7,232.8
29.03.2024 13:18,3.03,45.1,51.618,29068070,291,,1,230.3
29.03.2024 13:43,3.31,45.3,51.637,29068051,291,23.72,17,225.2
29.03.2024 14:16,3.36,45.3,53.705,29068051,291,23.61,17,225.2
29.03.2024 14:53,3.05,47,47.548,29068052,291,25.05,7,233
29.03.2024 15:24,3.02,47,46.824,29068052,290,,7,233
29.03.2024 15:40,3.34,47.1,44.578,29068052,290,,7,232.8
29.03.2024 16:02,3.03,46.4,45.189,29068072,290,25.28,20,231.3
29.03.2024 16:18,3.07,46.6,48.187,29068072,289,24.51,20,231.3
29.03.2024 16:51,3.05,45.2,45.339,29068051,288,24.3,17,225.2
29.03.2024 17:24,3.11,45.2,41.964,29068051,290,22.78,17,225.2
29.03.2024 17:50,3.19,45.2,42.416,29068051,289,20.91,17,225.2
29.03.2024 18:07,3.38,45.2,42.4,29068051,290,20.35,17,225.1
29.03.2024 18:42,3.02,46.7,54.109,29068072,290,18.88,20,231.4
29.03.2024 19:11,3.09,46.9,59.213,29068072,291,17.73,20,231.3
29.03.2024 19:42,3.22,47,63.03,29068072,289,17.19,20,231.3
29.03.2024 20:01,3.02,45.2,69.234,29068070,288,,1,230.6
29.03.2024 20:13,3.11,45.4,74.122,29068070,287,,1,230.3
29.03.2024 20:45,3,45.4,82.008,29068070,291,15.54,1,230.2
29.03.2024 21:08,3.02,46.3,83.71,29068053,291,,2,225.5
29.03.2024 21:24,3.17,46.5,83.277,29068053,290,,2,225.3
29.03.2024 21:57,3.02,45.6,87.968,29068070,291,14.73,1,230.3
29.03.2024 22:26,3.22,45.9,89.914,29068070,292,14.47,1,230.4
29.03.2024 22:59,3.19,45.9,89.218,29068070,290,14.56,1,230.5
29.03.2024 23:29,3.1,46,88.776,29068070,291,,1,230.4
29.03.2024 23:44,3.17,46.5,90.346,29068070,290,14.35,1,230.3
30.03.2024 00:02,3.31,48,91.173,29068052,290,14.28,7,232.9
30.03.2024 00:09,3.24,48.2,91.258,29068052,292,,7,232.8
30.03.2024 00:40,3.09,48.2,87.677,29068052,291,14.04,7,232.4
30.03.2024 01:06,3.48,47,91.061,29068053,290,,2,225.2
30.03.2024 01:20,3.31,46.5,89.961,29068053,291,14.03,2,225.1
30.03.2024 02:06,3.37,46.5,88.87,29068053,289,13.78,2,225.1
30.03.2024 02:37,3.16,46.5,89.538,29068053,290,13.61,2,225.1
30.03.2024 02:44,3.23,46.5,88.964,29068053,288,,2,224.8
30.03.2024 03:33,3.13,46.8,91.634,29068070,291,13.33,1,230.3
30.03.2024 03:59,3.11,40.4,91.164,29068086,275,13.17,14,220.5
30.03.2024 04:24,3.03,40.5,91.032,29068086,275,13.26,14,220.6
30.03.2024 04:32,3.1,40.5,90.252,29068086,275,13.4,14,221.1
30.03.2024 05:01,3.2,40.6,91.004,29068086,275,13.21,14,221.4
30.03.2024 07:46,3.1,47,97.415,29068052,291,11.64,7,232.9
30.03.2024 08:01,3.26,47.2,97.283,29068052,290,11.94,7,233.1
30.03.2024 08:34,3.06,46.5,83.992,29068053,290,,2,224.8
30.03.2024 09:05,3.49,46.6,77.694,29068053,290,14.18,2,224.8
30.03.2024 09:39,3.26,46.6,70.681,29068053,290,14.93,2,224.8
30.03.2024 10:08,3.22,46,62.673,29068053,290,,2,225
02.04.2024 17:48,2.56,37.2,67.213,29079290,290,16.62,30,225.1
02.04.2024 18:06,2.66,37.2,69.911,29079290,291,,30,224.8
02.04.2024 18:43,3.55,46.8,67.307,29079236,289,15.1,1,230.2
02.04.2024 18:50,3.3,45,67.213,29079236,290,14.97,1,230.3
02.04.2024 19:21,3.32,45,62.644,29079236,289,15.43,1,230.3
02.04.2024 19:53,2.97,45,57.719,29079236,290,14.83,1,230.3
02.04.2024 20:24,3.08,45,58.978,29079236,292,,1,230.2
02.04.2024 20:54,3.28,45,64.139,29079236,292,14.3,1,230.2
02.04.2024 21:27,2.72,45,66.809,29079236,291,14.01,1,230.3
02.04.2024 21:50,2.87,45.5,62.945,29079268,291,,10,229.8
02.04.2024 22:14,2.93,45,60.661,29079236,292,14.06,1,230.4
02.04.2024 22:30,2.83,45.2,60.238,29079236,291,,1,230.7
02.04.2024 22:45,3,45.7,57.634,29079236,289,,1,230.5
02.04.2024 23:01,2.94,46.1,57.587,29079236,291,14.07,1,230.5
02.04.2024 23:16,3.03,46.6,57.615,29079236,290,14,1,230.4
02.04.2024 23:31,3.13,47.1,59.195,29079236,289,13.67,1,230.4
03.04.2024 00:03,3.23,47.3,56.751,29079236,291,13.68,1,230.1
03.04.2024 00:13,2.94,45.2,55.688,29079309,288,13.83,17,225.1
03.04.2024 00:27,3.47,45.9,54.701,29079309,290,13.91,17,224.9
03.04.2024 01:11,3.53,45.7,56.553,29079309,290,13.77,17,224.9
03.04.2024 01:36,3.24,45.4,55.115,29079309,290,13.71,17,225.1
03.04.2024 02:01,2.85,45.5,55.538,29079268,290,13.71,10,229.7
03.04.2024 02:17,2.72,45.9,56.309,29079268,291,13.37,10,229.2
03.04.2024 02:34,2.78,46.5,58.142,29079268,288,12.99,10,229.4
03.04.2024 02:49,3.1,47.1,58.884,29079268,290,12.74,10,229.3
03.04.2024 03:19,3.15,47.2,61.103,29079268,288,,10,229.4
03.04.2024 03:27,3.29,47.3,61.874,29079268,290,12.01,10,229.2
03.04.2024 03:59,3.01,47.3,63.199,29079268,290,,10,229.1
03.04.2024 04:16,3.07,45.4,63.782,29079309,291,11.55,17,225
03.04.2024 04:41,3.33,45.6,59.007,29079309,291,11.89,17,225.1
03.04.2024 08:18,3.17,47.2,77.346,29079236,291,10.72,1,230.2
03.04.2024 08:24,3.11,47.2,77.299,29079236,292,10.78,1,230.3
03.04.2024 08:57,3.48,45.6,75.861,29079309,289,11.65,17,225.1
03.04.2024 09:31,2.87,45.4,72.825,29079309,289,,17,225.1
03.04.2024 09:37,3.24,45.6,73.135,29079309,290,12.99,17,225.2
03.04.2024 09:52,3.2,45.6,72.044,29079309,290,,17,225.1
03.04.2024 10:34,3.23,45.6,67.645,29079309,291,,17,225.1
03.04.2024 11:09,3.5,45.6,62.353,29079309,292,,17,225.1
03.04.2024 11:45,3.24,47.2,56.271,29079236,290,17.08,1,230.4
03.04.2024 12:14,3.31,47.2,53.479,29079236,289,,1,230.3
03.04.2024 12:37,3.4,47.2,51.346,29079236,289,19.89,1,230.4
03.04.2024 12:53,3.53,47.2,49.954,29079268,290,20.46,10,229.1
03.04.2024 13:01,3.18,46.7,50.152,29079268,290,20.6,10,229.3
03.04.2024 13:33,3.27,46.7,46.815,29079268,289,21.73,10,229.2
03.04.2024 14:04,3.2,46.7,43.685,29079268,292,,10,229.2
03.04.2024 14:35,3.42,46.7,45.659,29079268,290,23.85,10,229.1
03.04.2024 15:07,3.3,46.7,44.07,29079268,289,24.08,10,229.2
03.04.2024 15:45,3.55,46.7,42.105,29079268,291,24.35,10,229.1
03.04.2024 15:56,3.05,47.2,40.78,29079236,289,,1,230.3
03.04.2024 18:14,3.29,45.6,36.522,29079309,291,25.62,17,225.1
03.04.2024 19:07,3.12,45.6,38.515,29079309,288,24.26,17,225.1
03.04.2024 19:40,3.44,45.6,39.445,29079309,291,23.23,17,225.1
03.04.2024 20:24,3.02,44.6,48.789,29079235,291,,8,226.7
03.04.2024 20:39,3.05,45,50.246,29079235,288,17.55,8,226.3
03.04.2024 20:52,3.02,45.5,51.468,29079235,289,17.08,8,226.1
03.04.2024 20:59,3.55,46,52.398,29079235,288,16.7,8,225.8
03.04.2024 21:09,3,44.3,52.577,29079237,292,16.6,9,231.3
03.04.2024 21:31,2.92,45,54.297,29079237,289,15.93,9,231.1
03.04.2024 21:47,3.2,46,53.893,29079237,289,16.11,9,230.7
03.04.2024 22:16,3.02,46,56.863,29079237,290,,9,230.7
03.04.2024 22:22,3.02,46,60.586,29079237,290,14.55,9,230.7
03.04.2024 22:31,3.39,45.4,61.159,29079309,292,14.26,17,225.1
03.04.2024 22:39,3.23,45.3,63.65,29079309,290,13.89,17,224.4
03.04.2024 22:57,3.2,45.3,72.035,29079309,290,12.28,17,225
03.04.2024 23:15,3.46,46.3,74.244,29079268,289,11.9,10,229
03.04.2024 23:45,3.01,46.2,77.6,29079268,291,11.35,10,229.1
03.04.2024 23:58,3.64,46.5,76.049,29079268,289,,10,4.8
04.04.2024 00:10,3.24,46,78.681,29079268,289,10.81,10,4.8
04.04.2024 00:40,3.23,46,82.225,29079268,290,10.11,10,4.9
04.04.2024 00:57,3.19,45.6,82.695,29079235,289,9.97,8,225.7
04.04.2024 01:24,3.02,45.6,83.202,29079235,290,9.86,8,225.7
04.04.2024 01:32,3.24,45.9,84.086,29079235,291,,8,225.4
04.04.2024 01:59,3.16,46.1,85.317,29079237,291,9.26,9,230.5
04.04.2024 02:39,3.25,46.1,88.993,29079237,289,8.4,9,230.6
04.04.2024 03:17,3.36,45.2,89.359,29079309,289,8.86,17,225
04.04.2024 03:58,3.35,45.2,91.361,29079309,291,8.22,17,225
04.04.2024 04:35,3.41,45.2,93.232,29079309,290,8.81,17,225.1
04.04.2024 09:40,3.16,46,80.946,29079268,291,11.7,10,229
04.04.2024 10:11,3.26,46,73.257,29079268,289,13.52,10,229
04.04.2024 10:43,3.25,45.1,65.511,29079309,291,15.07,17,225.1
04.04.2024 11:13,3.49,45.1,59.119,29079309,290,17.48,17,224.8
04.04.2024 11:56,3.46,45,52.944,29079309,292,20.06,17,224.9
04.04.2024 12:14,3.02,45.9,50.415,29079237,291,,9,230.6
04.04.2024 12:47,3.15,45.9,45.273,29079237,290,,9,230.6
04.04.2024 12:54,3.03,45.8,45.217,29079235,290,23.31,8,225.5
04.04.2024 13:15,3.28,44.8,47.501,29079309,290,24.08,17,224.9
04.04.2024 13:46,3.03,46,40.94,29079268,291,24.84,10,4.9
04.04.2024 14:11,2.95,46,39.144,29079268,290,26.42,10,4.9
10.04.2024 22:39,3.28,46.8,71.208,29096321,290,12.6,1,230.5
10.04.2024 22:45,3.49,46.8,73.652,29096321,290,12.19,1,230.4
10.04.2024 23:17,3.38,46.6,77.59,29096321,290,11.85,1,230.4
10.04.2024 23:31,3.4,46.6,78.042,29096321,288,11.65,1,230.4
10.04.2024 23:59,3.51,45.7,81.764,29096291,275,10.57,13,4.9
11.04.2024 00:24,3.44,45.5,85.12,29096291,275,10.28,13,229.2
11.04.2024 00:50,3.41,45.2,90.534,29096291,275,9.11,13,229.3
11.04.2024 01:09,3.47,45.1,89.848,29096291,275,9.12,13,229.3
11.04.2024 01:29,3.3,45.7,89.049,29096307,291,8.22,2,224.8
11.04.2024 02:01,3.07,45.7,92.32,29096307,290,7.58,2,224.8
11.04.2024 02:32,3.24,45.7,94.285,29096307,290,7.39,2,224.9
11.04.2024 03:08,3.23,45.7,95.826,29096307,290,,2,224.8
11.04.2024 03:35,3.53,45.7,98.844,29096307,290,5.77,2,224.8
11.04.2024 04:07,3.51,45.4,97.321,29096307,290,5.63,2,225.1
11.04.2024 04:40,3.52,46.3,99.953,29096321,289,5.66,1,230.3
11.04.2024 04:52,3.49,46,97.904,29096321,290,5.7,1,230.4
11.04.2024 05:00,3.14,45.7,98.496,29096321,291,5.49,1,230.4
11.04.2024 05:33,3.52,45.7,99.229,29096321,290,5.44,1,230.3
11.04.2024 05:52,3.46,44.8,99.925,29096291,275,5.13,13,229.5
11.04.2024 06:17,3.47,44.8,99.389,29096291,275,,13,229.5
11.04.2024 06:48,3.47,44.8,99.934,29096291,275,4.79,13,229.3
11.04.2024 06:58,3.31,45,99.934,29096307,289,5.21,2,225.1
11.04.2024 07:09,3.3,45,99.925,29096307,290,4.68,2,224.7
11.04.2024 07:21,3.49,44,99.925,29096307,290,5.16,2,224.7
11.04.2024 07:51,3.17,44,99.915,29096307,290,5.16,2,224.7
11.04.2024 09:49,3.32,46,83.4,29096321,290,9.81,1,230.4
11.04.2024 10:20,3.54,46,74.122,29096321,291,,1,230.6
11.04.2024 10:35,3.17,43,66.245,29096291,275,12.83,13,229.3
11.04.2024 11:04,3.55,43,55.068,29096291,276,14.85,13,229.4
11.04.2024 11:22,3.46,45.9,48.103,29096271,290,15.95,9,230.6
11.04.2024 11:28,3.6,45.5,47.454,29096271,289,,9,230.6
11.04.2024 11:57,3.04,45.5,43.177,29096271,290,,9,230.7
11.04.2024 12:28,3.57,45.5,40.291,29096271,290,20.17,9,230.7
11.04.2024 12:34,3.47,45,39.671,29096271,290,21.04,9,230.6
11.04.2024 12:51,3.36,46,37.076,29096321,290,21.73,1,230.5
11.04.2024 13:21,3.06,46,33.354,29096321,290,23.36,1,230.5
11.04.2024 13:38,2.92,43,32.367,29096291,275,23.61,13,229.5
11.04.2024 13:52,3.31,43.5,31.906,29096291,275,,13,229.5
11.04.2024 14:01,3.09,43.5,30.431,29096291,275,24.52,13,229.1
11.04.2024 14:20,2.82,43.5,30.91,29096291,275,25.47,13,4.9
11.04.2024 14:27,2.93,44.5,29.679,29096271,292,,9,230.6
11.04.2024 14:43,3.11,45,29.472,29096271,289,,9,230.6
11.04.2024 15:13,3.27,45.4,27.629,29096271,290,,9,230.6
11.04.2024 15:26,2.82,44,27.385,29096307,289,,2,224.8
11.04.2024 15:43,2.98,44.5,26.642,29096307,291,27.88,2,224.7
11.04.2024 15:56,2.92,45,26.84,29096307,290,28.65,2,224.7
11.04.2024 16:17,2.87,45.5,25.355,29096307,292,29.38,2,224.7
11.04.2024 16:28,3.25,45.5,26.088,29096307,290,29.08,2,224.8
11.04.2024 16:35,3.15,46,26.078,29096321,289,29,1,230.6
11.04.2024 17:03,3.02,46,26.614,29096321,290,,1,230.6
11.04.2024 17:16,3.04,43.7,27.47,29096291,273,29.43,13,4.9
11.04.2024 17:41,3.07,43.9,28.748,29096291,275,29.75,13,4.8
11.04.2024 18:12,2.97,43.9,30.854,29096291,275,28.18,13,4.7
11.04.2024 18:22,3.01,45.4,31.775,29096271,292,28.57,9,230.6
11.04.2024 18:49,3.14,45.6,32.47,29096271,288,25.85,9,230.6
11.04.2024 19:21,3.06,45.4,33.053,29096271,290,,9,230.7
11.04.2024 19:33,3.36,45.5,35.225,29096271,290,,9,230.8
11.04.2024 19:41,3.15,45.4,35.892,29096271,292,23.43,9,231.3
11.04.2024 20:11,3.23,45.5,39.737,29096307,290,20.97,2,224.8
11.04.2024 20:34,2.93,46.2,40.818,29096321,290,,1,230.6
11.04.2024 20:49,3.02,46.5,42.124,29096321,291,,1,230.6
11.04.2024 21:24,3.16,44.1,52.314,29096291,275,16.95,13,4.7
11.04.2024 21:50,3.41,44.1,59.74,29096291,275,15.89,13,4.9
11.04.2024 22:07,3.12,45.6,62.823,29096271,290,15.03,9,231
11.04.2024 22:37,3.02,45.7,66.141,29096271,292,13.86,9,231
11.04.2024 22:50,3.23,46,66.508,29096271,290,13.8,9,231
11.04.2024 23:18,3.15,46.1,69.036,29096271,290,,9,231
11.04.2024 23:34,3.44,46.5,68.736,29096321,290,,1,230.6
11.04.2024 23:58,3.14,46,75.457,29096236,290,11.7,10,4.8
12.04.2024 00:22,3.42,46.2,79.762,29096236,290,10.75,10,229.2
12.04.2024 00:52,3.08,46.1,84.772,29096236,290,9.54,10,229.2
12.04.2024 01:23,3.39,46,85.016,29096236,290,9.17,10,229.3
12.04.2024 01:53,3.45,46,84.528,29096236,290,9.22,10,229.2
12.04.2024 02:23,3.36,46,86.943,29096236,290,,10,229.2
12.04.2024 02:36,3.51,44.1,90.271,29096291,275,8.08,13,4.8
12.04.2024 03:01,3.37,44.1,89.914,29096291,275,7.87,13,4.7
12.04.2024 08:36,3.51,43.9,91.126,29096291,275,7.63,13,229
12.04.2024 08:46,3.54,43.5,91.512,29096291,275,8.16,13,4.8
